week_end,condition,percent_visits,age_group,age_min,age_max,is_overall
02-11-2024,Bronchitis,0.9,Adults 18-49,18,49,FALSE
02-11-2024,Bronchitis,1,Adults 50-64,50,64,FALSE
02-11-2024,Bronchitis,0.7,Seniors 65+,65,,FALSE
02-11-2024,Bronchitis,0.9,Overall,,,TRUE
09-11-2024,Bronchitis,0.6,Infants 0-1,0,1,FALSE
09-11-2024,Bronchitis,1,Kids 2-4,2,4,FALSE
09-11-2024,Bronchitis,1,Kids 5-17,5,17,FALSE
09-11-2024,Bronchitis,1,Adults 18-49,18,49,FALSE
09-11-2024,Bronchitis,1,Adults 50-64,50,64,FALSE
09-11-2024,Bronchitis,0.8,Seniors 65+,65,,FALSE
09-11-2024,Bronchitis,0.9,Overall,,,TRUE
16-11-2024,Bronchitis,0.6,Infants 0-1,0,1,FALSE
16-11-2024,Bronchitis,0.9,Kids 2-4,2,4,FALSE
16-11-2024,Bronchitis,1,Kids 5-17,5,17,FALSE
16-11-2024,Bronchitis,1,Adults 18-49,18,49,FALSE
16-11-2024,Bronchitis,1,Adults 50-64,50,64,FALSE
16-11-2024,Bronchitis,0.8,Seniors 65+,65,,FALSE
16-11-2024,Bronchitis,1,Overall,,,TRUE
23-11-2024,Bronchitis,0.7,Infants 0-1,0,1,FALSE
23-11-2024,Bronchitis,1,Kids 2-4,2,4,FALSE
23-11-2024,Bronchitis,1.1,Kids 5-17,5,17,FALSE
23-11-2024,Bronchitis,1.1,Adults 18-49,18,49,FALSE
23-11-2024,Bronchitis,1.1,Adults 50-64,50,64,FALSE
23-11-2024,Bronchitis,0.8,Seniors 65+,65,,FALSE
23-11-2024,Bronchitis,1,Overall,,,TRUE
30-11-2024,Bronchitis,0.6,Infants 0-1,0,1,FALSE
30-11-2024,Bronchitis,1,Kids 2-4,2,4,FALSE
30-11-2024,Bronchitis,1.2,Kids 5-17,5,17,FALSE
30-11-2024,Bronchitis,1.1,Adults 18-49,18,49,FALSE
30-11-2024,Bronchitis,1.2,Adults 50-64,50,64,FALSE
30-11-2024,Bronchitis,0.9,Seniors 65+,65,,FALSE
30-11-2024,Bronchitis,1.1,Overall,,,TRUE
07-12-2024,Bronchitis,0.7,Infants 0-1,0,1,FALSE
07-12-2024,Bronchitis,1,Kids 2-4,2,4,FALSE
07-12-2024,Bronchitis,1.1,Kids 5-17,5,17,FALSE
07-12-2024,Bronchitis,1.2,Adults 18-49,18,49,FALSE
07-12-2024,Bronchitis,1.3,Adults 50-64,50,64,FALSE
07-12-2024,Bronchitis,1,Seniors 65+,65,,FALSE
07-12-2024,Bronchitis,1.1,Overall,,,TRUE
14-12-2024,Bronchitis,0.6,Infants 0-1,0,1,FALSE
14-12-2024,Bronchitis,0.9,Kids 2-4,2,4,FALSE
14-12-2024,Bronchitis,1,Kids 5-17,5,17,FALSE
14-12-2024,Bronchitis,1.1,Adults 18-49,18,49,FALSE
14-12-2024,Bronchitis,1.3,Adults 50-64,50,64,FALSE
14-12-2024,Bronchitis,1.1,Seniors 65+,65,,FALSE
14-12-2024,Bronchitis,1.1,Overall,,,TRUE
21-12-2024,Bronchitis,0.7,Infants 0-1,0,1,FALSE
21-12-2024,Bronchitis,0.9,Kids 2-4,2,4,FALSE
21-12-2024,Bronchitis,1,Kids 5-17,5,17,FALSE
21-12-2024,Bronchitis,1.2,Adults 18-49,18,49,FALSE
21-12-2024,Bronchitis,1.3,Adults 50-64,50,64,FALSE
21-12-2024,Bronchitis,1.1,Seniors 65+,65,,FALSE
21-12-2024,Bronchitis,1.1,Overall,,,TRUE
28-12-2024,Bronchitis,0.7,Infants 0-1,0,1,FALSE
28-12-2024,Bronchitis,1,Kids 2-4,2,4,FALSE
28-12-2024,Bronchitis,1.1,Kids 5-17,5,17,FALSE
28-12-2024,Bronchitis,1.2,Adults 18-49,18,49,FALSE
28-12-2024,Bronchitis,1.7,Adults 50-64,50,64,FALSE
28-12-2024,Bronchitis,1.4,Seniors 65+,65,,FALSE
28-12-2024,Bronchitis,1.3,Overall,,,TRUE
04-01-2025,Bronchitis,0.6,Infants 0-1,0,1,FALSE
04-01-2025,Bronchitis,0.8,Kids 2-4,2,4,FALSE
04-01-2025,Bronchitis,0.8,Kids 5-17,5,17,FALSE
04-01-2025,Bronchitis,1.3,Adults 18-49,18,49,FALSE
04-01-2025,Bronchitis,1.8,Adults 50-64,50,64,FALSE
04-01-2025,Bronchitis,1.6,Seniors 65+,65,,FALSE
04-01-2025,Bronchitis,1.4,Overall,,,TRUE
11-01-2025,Bronchitis,0.6,Infants 0-1,0,1,FALSE
11-01-2025,Bronchitis,0.7,Kids 2-4,2,4,FALSE
11-01-2025,Bronchitis,0.7,Kids 5-17,5,17,FALSE
11-01-2025,Bronchitis,1.2,Adults 18-49,18,49,FALSE
11-01-2025,Bronchitis,1.6,Adults 50-64,50,64,FALSE
11-01-2025,Bronchitis,1.4,Seniors 65+,65,,FALSE
11-01-2025,Bronchitis,1.2,Overall,,,TRUE
18-01-2025,Bronchitis,0.5,Infants 0-1,0,1,FALSE
18-01-2025,Bronchitis,0.6,Kids 2-4,2,4,FALSE
18-01-2025,Bronchitis,0.6,Kids 5-17,5,17,FALSE
18-01-2025,Bronchitis,1,Adults 18-49,18,49,FALSE
18-01-2025,Bronchitis,1.4,Adults 50-64,50,64,FALSE
18-01-2025,Bronchitis,1.1,Seniors 65+,65,,FALSE
18-01-2025,Bronchitis,1,Overall,,,TRUE
25-01-2025,Bronchitis,0.5,Infants 0-1,0,1,FALSE
25-01-2025,Bronchitis,0.6,Kids 2-4,2,4,FALSE
25-01-2025,Bronchitis,0.6,Kids 5-17,5,17,FALSE
25-01-2025,Bronchitis,1,Adults 18-49,18,49,FALSE
25-01-2025,Bronchitis,1.4,Adults 50-64,50,64,FALSE
25-01-2025,Bronchitis,1.1,Seniors 65+,65,,FALSE
25-01-2025,Bronchitis,1,Overall,,,TRUE
01-02-2025,Bronchitis,0.5,Infants 0-1,0,1,FALSE
01-02-2025,Bronchitis,0.6,Kids 2-4,2,4,FALSE
01-02-2025,Bronchitis,0.6,Kids 5-17,5,17,FALSE
01-02-2025,Bronchitis,1,Adults 18-49,18,49,FALSE
01-02-2025,Bronchitis,1.4,Adults 50-64,50,64,FALSE
01-02-2025,Bronchitis,1.1,Seniors 65+,65,,FALSE
01-02-2025,Bronchitis,1,Overall,,,TRUE
08-02-2025,Bronchitis,0.5,Infants 0-1,0,1,FALSE
08-02-2025,Bronchitis,0.6,Kids 2-4,2,4,FALSE
08-02-2025,Bronchitis,0.7,Kids 5-17,5,17,FALSE
08-02-2025,Bronchitis,1,Adults 18-49,18,49,FALSE
08-02-2025,Bronchitis,1.4,Adults 50-64,50,64,FALSE
08-02-2025,Bronchitis,1.1,Seniors 65+,65,,FALSE
08-02-2025,Bronchitis,1,Overall,,,TRUE
15-02-2025,Bronchitis,0.5,Infants 0-1,0,1,FALSE
15-02-2025,Bronchitis,0.6,Kids 2-4,2,4,FALSE
15-02-2025,Bronchitis,0.7,Kids 5-17,5,17,FALSE
15-02-2025,Bronchitis,0.9,Adults 18-49,18,49,FALSE
15-02-2025,Bronchitis,1.4,Adults 50-64,50,64,FALSE
15-02-2025,Bronchitis,1.1,Seniors 65+,65,,FALSE
15-02-2025,Bronchitis,1,Overall,,,TRUE
22-02-2025,Bronchitis,0.5,Infants 0-1,0,1,FALSE
22-02-2025,Bronchitis,0.6,Kids 2-4,2,4,FALSE
22-02-2025,Bronchitis,0.7,Kids 5-17,5,17,FALSE
22-02-2025,Bronchitis,0.9,Adults 18-49,18,49,FALSE
22-02-2025,Bronchitis,1.3,Adults 50-64,50,64,FALSE
22-02-2025,Bronchitis,1.1,Seniors 65+,65,,FALSE
22-02-2025,Bronchitis,1,Overall,,,TRUE
01-03-2025,Bronchitis,0.5,Infants 0-1,0,1,FALSE
01-03-2025,Bronchitis,0.6,Kids 2-4,2,4,FALSE
01-03-2025,Bronchitis,0.6,Kids 5-17,5,17,FALSE
01-03-2025,Bronchitis,0.9,Adults 18-49,18,49,FALSE
01-03-2025,Bronchitis,1.2,Adults 50-64,50,64,FALSE
01-03-2025,Bronchitis,1.1,Seniors 65+,65,,FALSE
01-03-2025,Bronchitis,0.9,Overall,,,TRUE
08-03-2025,Bronchitis,0.5,Infants 0-1,0,1,FALSE
08-03-2025,Bronchitis,0.6,Kids 2-4,2,4,FALSE
08-03-2025,Bronchitis,0.6,Kids 5-17,5,17,FALSE
08-03-2025,Bronchitis,0.9,Adults 18-49,18,49,FALSE
08-03-2025,Bronchitis,1.2,Adults 50-64,50,64,FALSE
08-03-2025,Bronchitis,1,Seniors 65+,65,,FALSE
08-03-2025,Bronchitis,0.9,Overall,,,TRUE
15-03-2025,Bronchitis,0.5,Infants 0-1,0,1,FALSE
15-03-2025,Bronchitis,0.6,Kids 2-4,2,4,FALSE
15-03-2025,Bronchitis,0.6,Kids 5-17,5,17,FALSE
15-03-2025,Bronchitis,0.8,Adults 18-49,18,49,FALSE
15-03-2025,Bronchitis,1.1,Adults 50-64,50,64,FALSE
15-03-2025,Bronchitis,1,Seniors 65+,65,,FALSE
15-03-2025,Bronchitis,0.9,Overall,,,TRUE
22-03-2025,Bronchitis,0.5,Infants 0-1,0,1,FALSE
22-03-2025,Bronchitis,0.6,Kids 2-4,2,4,FALSE
22-03-2025,Bronchitis,0.5,Kids 5-17,5,17,FALSE
22-03-2025,Bronchitis,0.7,Adults 18-49,18,49,FALSE
22-03-2025,Bronchitis,1,Adults 50-64,50,64,FALSE
22-03-2025,Bronchitis,0.9,Seniors 65+,65,,FALSE
22-03-2025,Bronchitis,0.8,Overall,,,TRUE
29-03-2025,Bronchitis,0.5,Infants 0-1,0,1,FALSE
29-03-2025,Bronchitis,0.7,Kids 2-4,2,4,FALSE
29-03-2025,Bronchitis,0.5,Kids 5-17,5,17,FALSE
29-03-2025,Bronchitis,0.7,Adults 18-49,18,49,FALSE
29-03-2025,Bronchitis,1,Adults 50-64,50,64,FALSE
29-03-2025,Bronchitis,0.9,Seniors 65+,65,,FALSE
29-03-2025,Bronchitis,0.8,Overall,,,TRUE
05-04-2025,Bronchitis,0.5,Infants 0-1,0,1,FALSE
05-04-2025,Bronchitis,0.6,Kids 2-4,2,4,FALSE
05-04-2025,Bronchitis,0.5,Kids 5-17,5,17,FALSE
05-04-2025,Bronchitis,0.7,Adults 18-49,18,49,FALSE
05-04-2025,Bronchitis,0.9,Adults 50-64,50,64,FALSE
05-04-2025,Bronchitis,0.9,Seniors 65+,65,,FALSE
05-04-2025,Bronchitis,0.8,Overall,,,TRUE
12-04-2025,Bronchitis,0.5,Infants 0-1,0,1,FALSE
12-04-2025,Bronchitis,0.6,Kids 2-4,2,4,FALSE
12-04-2025,Bronchitis,0.5,Kids 5-17,5,17,FALSE
12-04-2025,Bronchitis,0.7,Adults 18-49,18,49,FALSE
12-04-2025,Bronchitis,0.9,Adults 50-64,50,64,FALSE
12-04-2025,Bronchitis,0.9,Seniors 65+,65,,FALSE
12-04-2025,Bronchitis,0.7,Overall,,,TRUE
19-04-2025,Bronchitis,0.5,Infants 0-1,0,1,FALSE
19-04-2025,Bronchitis,0.6,Kids 2-4,2,4,FALSE
19-04-2025,Bronchitis,0.6,Kids 5-17,5,17,FALSE
19-04-2025,Bronchitis,0.7,Adults 18-49,18,49,FALSE
19-04-2025,Bronchitis,0.9,Adults 50-64,50,64,FALSE
19-04-2025,Bronchitis,0.9,Seniors 65+,65,,FALSE
19-04-2025,Bronchitis,0.7,Overall,,,TRUE
26-04-2025,Bronchitis,0.5,Infants 0-1,0,1,FALSE
26-04-2025,Bronchitis,0.6,Kids 2-4,2,4,FALSE
26-04-2025,Bronchitis,0.5,Kids 5-17,5,17,FALSE
26-04-2025,Bronchitis,0.7,Adults 18-49,18,49,FALSE
26-04-2025,Bronchitis,0.9,Adults 50-64,50,64,FALSE
26-04-2025,Bronchitis,0.9,Seniors 65+,65,,FALSE
26-04-2025,Bronchitis,0.8,Overall,,,TRUE
03-05-2025,Bronchitis,0.6,Infants 0-1,0,1,FALSE
03-05-2025,Bronchitis,0.6,Kids 2-4,2,4,FALSE
03-05-2025,Bronchitis,0.5,Kids 5-17,5,17,FALSE
03-05-2025,Bronchitis,0.7,Adults 18-49,18,49,FALSE
03-05-2025,Bronchitis,0.9,Adults 50-64,50,64,FALSE
03-05-2025,Bronchitis,0.9,Seniors 65+,65,,FALSE
03-05-2025,Bronchitis,0.7,Overall,,,TRUE
10-05-2025,Bronchitis,0.5,Infants 0-1,0,1,FALSE
10-05-2025,Bronchitis,0.6,Kids 2-4,2,4,FALSE
10-05-2025,Bronchitis,0.5,Kids 5-17,5,17,FALSE
10-05-2025,Bronchitis,0.7,Adults 18-49,18,49,FALSE
10-05-2025,Bronchitis,0.9,Adults 50-64,50,64,FALSE
10-05-2025,Bronchitis,0.9,Seniors 65+,65,,FALSE
10-05-2025,Bronchitis,0.7,Overall,,,TRUE
17-05-2025,Bronchitis,0.5,Infants 0-1,0,1,FALSE
17-05-2025,Bronchitis,0.6,Kids 2-4,2,4,FALSE
17-05-2025,Bronchitis,0.5,Kids 5-17,5,17,FALSE
17-05-2025,Bronchitis,0.7,Adults 18-49,18,49,FALSE
17-05-2025,Bronchitis,0.9,Adults 50-64,50,64,FALSE
17-05-2025,Bronchitis,0.9,Seniors 65+,65,,FALSE
17-05-2025,Bronchitis,0.7,Overall,,,TRUE
24-05-2025,Bronchitis,0.5,Infants 0-1,0,1,FALSE
24-05-2025,Bronchitis,0.5,Kids 2-4,2,4,FALSE
24-05-2025,Bronchitis,0.5,Kids 5-17,5,17,FALSE
24-05-2025,Bronchitis,0.7,Adults 18-49,18,49,FALSE
24-05-2025,Bronchitis,0.9,Adults 50-64,50,64,FALSE
24-05-2025,Bronchitis,0.9,Seniors 65+,65,,FALSE
24-05-2025,Bronchitis,0.7,Overall,,,TRUE
31-05-2025,Bronchitis,0.5,Infants 0-1,0,1,FALSE
31-05-2025,Bronchitis,0.6,Kids 2-4,2,4,FALSE
31-05-2025,Bronchitis,0.5,Kids 5-17,5,17,FALSE
31-05-2025,Bronchitis,0.7,Adults 18-49,18,49,FALSE
31-05-2025,Bronchitis,0.9,Adults 50-64,50,64,FALSE
31-05-2025,Bronchitis,0.9,Seniors 65+,65,,FALSE
31-05-2025,Bronchitis,0.7,Overall,,,TRUE
07-06-2025,Bronchitis,0.4,Infants 0-1,0,1,FALSE
07-06-2025,Bronchitis,0.5,Kids 2-4,2,4,FALSE
07-06-2025,Bronchitis,0.4,Kids 5-17,5,17,FALSE
07-06-2025,Bronchitis,0.6,Adults 18-49,18,49,FALSE
07-06-2025,Bronchitis,0.9,Adults 50-64,50,64,FALSE
07-06-2025,Bronchitis,0.8,Seniors 65+,65,,FALSE
07-06-2025,Bronchitis,0.7,Overall,,,TRUE
14-06-2025,Bronchitis,0.4,Infants 0-1,0,1,FALSE
14-06-2025,Bronchitis,0.4,Kids 2-4,2,4,FALSE
14-06-2025,Bronchitis,0.4,Kids 5-17,5,17,FALSE
14-06-2025,Bronchitis,0.6,Adults 18-49,18,49,FALSE
14-06-2025,Bronchitis,0.8,Adults 50-64,50,64,FALSE
14-06-2025,Bronchitis,0.8,Seniors 65+,65,,FALSE
14-06-2025,Bronchitis,0.6,Overall,,,TRUE
21-06-2025,Bronchitis,0.3,Infants 0-1,0,1,FALSE
21-06-2025,Bronchitis,0.4,Kids 2-4,2,4,FALSE
21-06-2025,Bronchitis,0.3,Kids 5-17,5,17,FALSE
21-06-2025,Bronchitis,0.5,Adults 18-49,18,49,FALSE
21-06-2025,Bronchitis,0.7,Adults 50-64,50,64,FALSE
21-06-2025,Bronchitis,0.7,Seniors 65+,65,,FALSE
21-06-2025,Bronchitis,0.6,Overall,,,TRUE
28-06-2025,Bronchitis,0.3,Infants 0-1,0,1,FALSE
28-06-2025,Bronchitis,0.3,Kids 2-4,2,4,FALSE
28-06-2025,Bronchitis,0.3,Kids 5-17,5,17,FALSE
28-06-2025,Bronchitis,0.4,Adults 18-49,18,49,FALSE
28-06-2025,Bronchitis,0.6,Adults 50-64,50,64,FALSE
28-06-2025,Bronchitis,0.7,Seniors 65+,65,,FALSE
28-06-2025,Bronchitis,0.5,Overall,,,TRUE
05-07-2025,Bronchitis,0.3,Infants 0-1,0,1,FALSE
05-07-2025,Bronchitis,0.3,Kids 2-4,2,4,FALSE
05-07-2025,Bronchitis,0.2,Kids 5-17,5,17,FALSE
05-07-2025,Bronchitis,0.4,Adults 18-49,18,49,FALSE
05-07-2025,Bronchitis,0.6,Adults 50-64,50,64,FALSE
05-07-2025,Bronchitis,0.6,Seniors 65+,65,,FALSE
05-07-2025,Bronchitis,0.5,Overall,,,TRUE
12-07-2025,Bronchitis,0.3,Infants 0-1,0,1,FALSE
12-07-2025,Bronchitis,0.3,Kids 2-4,2,4,FALSE
12-07-2025,Bronchitis,0.2,Kids 5-17,5,17,FALSE
12-07-2025,Bronchitis,0.4,Adults 18-49,18,49,FALSE
12-07-2025,Bronchitis,0.6,Adults 50-64,50,64,FALSE
12-07-2025,Bronchitis,0.6,Seniors 65+,65,,FALSE
12-07-2025,Bronchitis,0.4,Overall,,,TRUE
19-07-2025,Bronchitis,0.2,Infants 0-1,0,1,FALSE
19-07-2025,Bronchitis,0.3,Kids 2-4,2,4,FALSE
19-07-2025,Bronchitis,0.2,Kids 5-17,5,17,FALSE
19-07-2025,Bronchitis,0.4,Adults 18-49,18,49,FALSE
19-07-2025,Bronchitis,0.5,Adults 50-64,50,64,FALSE
19-07-2025,Bronchitis,0.5,Seniors 65+,65,,FALSE
19-07-2025,Bronchitis,0.4,Overall,,,TRUE
26-07-2025,Bronchitis,0.2,Infants 0-1,0,1,FALSE
26-07-2025,Bronchitis,0.3,Kids 2-4,2,4,FALSE
26-07-2025,Bronchitis,0.2,Kids 5-17,5,17,FALSE
26-07-2025,Bronchitis,0.4,Adults 18-49,18,49,FALSE
26-07-2025,Bronchitis,0.5,Adults 50-64,50,64,FALSE
26-07-2025,Bronchitis,0.5,Seniors 65+,65,,FALSE
26-07-2025,Bronchitis,0.4,Overall,,,TRUE
02-08-2025,Bronchitis,0.2,Infants 0-1,0,1,FALSE
02-08-2025,Bronchitis,0.3,Kids 2-4,2,4,FALSE
02-08-2025,Bronchitis,0.2,Kids 5-17,5,17,FALSE
02-08-2025,Bronchitis,0.4,Adults 18-49,18,49,FALSE
02-08-2025,Bronchitis,0.5,Adults 50-64,50,64,FALSE
02-08-2025,Bronchitis,0.5,Seniors 65+,65,,FALSE
02-08-2025,Bronchitis,0.4,Overall,,,TRUE
09-08-2025,Bronchitis,0.2,Infants 0-1,0,1,FALSE
09-08-2025,Bronchitis,0.2,Kids 2-4,2,4,FALSE
09-08-2025,Bronchitis,0.2,Kids 5-17,5,17,FALSE
09-08-2025,Bronchitis,0.4,Adults 18-49,18,49,FALSE
09-08-2025,Bronchitis,0.5,Adults 50-64,50,64,FALSE
09-08-2025,Bronchitis,0.5,Seniors 65+,65,,FALSE
09-08-2025,Bronchitis,0.4,Overall,,,TRUE
16-08-2025,Bronchitis,0.3,Infants 0-1,0,1,FALSE
16-08-2025,Bronchitis,0.4,Kids 2-4,2,4,FALSE
16-08-2025,Bronchitis,0.2,Kids 5-17,5,17,FALSE
16-08-2025,Bronchitis,0.4,Adults 18-49,18,49,FALSE
16-08-2025,Bronchitis,0.5,Adults 50-64,50,64,FALSE
16-08-2025,Bronchitis,0.5,Seniors 65+,65,,FALSE
16-08-2025,Bronchitis,0.4,Overall,,,TRUE
23-08-2025,Bronchitis,0.3,Infants 0-1,0,1,FALSE
23-08-2025,Bronchitis,0.4,Kids 2-4,2,4,FALSE
23-08-2025,Bronchitis,0.4,Kids 5-17,5,17,FALSE
23-08-2025,Bronchitis,0.5,Adults 18-49,18,49,FALSE
23-08-2025,Bronchitis,0.6,Adults 50-64,50,64,FALSE
23-08-2025,Bronchitis,0.5,Seniors 65+,65,,FALSE
23-08-2025,Bronchitis,0.5,Overall,,,TRUE
30-08-2025,Bronchitis,0.3,Infants 0-1,0,1,FALSE
30-08-2025,Bronchitis,0.5,Kids 2-4,2,4,FALSE
30-08-2025,Bronchitis,0.5,Kids 5-17,5,17,FALSE
30-08-2025,Bronchitis,0.6,Adults 18-49,18,49,FALSE
30-08-2025,Bronchitis,0.6,Adults 50-64,50,64,FALSE
30-08-2025,Bronchitis,0.6,Seniors 65+,65,,FALSE
30-08-2025,Bronchitis,0.6,Overall,,,TRUE
06-09-2025,Bronchitis,0.4,Infants 0-1,0,1,FALSE
06-09-2025,Bronchitis,0.6,Kids 2-4,2,4,FALSE
06-09-2025,Bronchitis,0.5,Kids 5-17,5,17,FALSE
06-09-2025,Bronchitis,0.6,Adults 18-49,18,49,FALSE
06-09-2025,Bronchitis,0.7,Adults 50-64,50,64,FALSE
06-09-2025,Bronchitis,0.6,Seniors 65+,65,,FALSE
06-09-2025,Bronchitis,0.6,Overall,,,TRUE
13-09-2025,Bronchitis,0.3,Infants 0-1,0,1,FALSE
13-09-2025,Bronchitis,0.6,Kids 2-4,2,4,FALSE
13-09-2025,Bronchitis,0.5,Kids 5-17,5,17,FALSE
13-09-2025,Bronchitis,0.7,Adults 18-49,18,49,FALSE
13-09-2025,Bronchitis,0.8,Adults 50-64,50,64,FALSE
13-09-2025,Bronchitis,0.6,Seniors 65+,65,,FALSE
13-09-2025,Bronchitis,0.6,Overall,,,TRUE
20-09-2025,Bronchitis,0.4,Infants 0-1,0,1,FALSE
20-09-2025,Bronchitis,0.6,Kids 2-4,2,4,FALSE
20-09-2025,Bronchitis,0.4,Kids 5-17,5,17,FALSE
20-09-2025,Bronchitis,0.7,Adults 18-49,18,49,FALSE
20-09-2025,Bronchitis,0.8,Adults 50-64,50,64,FALSE
20-09-2025,Bronchitis,0.6,Seniors 65+,65,,FALSE
20-09-2025,Bronchitis,0.7,Overall,,,TRUE
27-09-2025,Bronchitis,0.4,Infants 0-1,0,1,FALSE
27-09-2025,Bronchitis,0.6,Kids 2-4,2,4,FALSE
27-09-2025,Bronchitis,0.4,Kids 5-17,5,17,FALSE
27-09-2025,Bronchitis,0.6,Adults 18-49,18,49,FALSE
27-09-2025,Bronchitis,0.8,Adults 50-64,50,64,FALSE
27-09-2025,Bronchitis,0.7,Seniors 65+,65,,FALSE
27-09-2025,Bronchitis,0.6,Overall,,,TRUE
04-10-2025,Bronchitis,0.4,Infants 0-1,0,1,FALSE
04-10-2025,Bronchitis,0.6,Kids 2-4,2,4,FALSE
04-10-2025,Bronchitis,0.5,Kids 5-17,5,17,FALSE
04-10-2025,Bronchitis,0.6,Adults 18-49,18,49,FALSE
04-10-2025,Bronchitis,0.8,Adults 50-64,50,64,FALSE
04-10-2025,Bronchitis,0.6,Seniors 65+,65,,FALSE
04-10-2025,Bronchitis,0.6,Overall,,,TRUE
11-10-2025,Bronchitis,0.4,Infants 0-1,0,1,FALSE
11-10-2025,Bronchitis,0.6,Kids 2-4,2,4,FALSE
11-10-2025,Bronchitis,0.5,Kids 5-17,5,17,FALSE
11-10-2025,Bronchitis,0.6,Adults 18-49,18,49,FALSE
11-10-2025,Bronchitis,0.7,Adults 50-64,50,64,FALSE
11-10-2025,Bronchitis,0.6,Seniors 65+,65,,FALSE
11-10-2025,Bronchitis,0.6,Overall,,,TRUE
18-10-2025,Bronchitis,0.5,Infants 0-1,0,1,FALSE
18-10-2025,Bronchitis,0.6,Kids 2-4,2,4,FALSE
18-10-2025,Bronchitis,0.5,Kids 5-17,5,17,FALSE
18-10-2025,Bronchitis,0.6,Adults 18-49,18,49,FALSE
18-10-2025,Bronchitis,0.8,Adults 50-64,50,64,FALSE
18-10-2025,Bronchitis,0.7,Seniors 65+,65,,FALSE
18-10-2025,Bronchitis,0.6,Overall,,,TRUE
25-10-2025,Bronchitis,0.5,Infants 0-1,0,1,FALSE
25-10-2025,Bronchitis,0.6,Kids 2-4,2,4,FALSE
25-10-2025,Bronchitis,0.5,Kids 5-17,5,17,FALSE
25-10-2025,Bronchitis,0.7,Adults 18-49,18,49,FALSE
25-10-2025,Bronchitis,0.8,Adults 50-64,50,64,FALSE
25-10-2025,Bronchitis,0.7,Seniors 65+,65,,FALSE
25-10-2025,Bronchitis,0.7,Overall,,,TRUE
01-11-2025,Bronchitis,0.5,Infants 0-1,0,1,FALSE
01-11-2025,Bronchitis,0.7,Kids 2-4,2,4,FALSE
01-11-2025,Bronchitis,0.6,Kids 5-17,5,17,FALSE
01-11-2025,Bronchitis,0.7,Adults 18-49,18,49,FALSE
01-11-2025,Bronchitis,0.8,Adults 50-64,50,64,FALSE
01-11-2025,Bronchitis,0.7,Seniors 65+,65,,FALSE
01-11-2025,Bronchitis,0.7,Overall,,,TRUE
08-11-2025,Bronchitis,0.5,Infants 0-1,0,1,FALSE
08-11-2025,Bronchitis,0.8,Kids 2-4,2,4,FALSE
08-11-2025,Bronchitis,0.7,Kids 5-17,5,17,FALSE
08-11-2025,Bronchitis,0.8,Adults 18-49,18,49,FALSE
08-11-2025,Bronchitis,0.9,Adults 50-64,50,64,FALSE
08-11-2025,Bronchitis,0.7,Seniors 65+,65,,FALSE
08-11-2025,Bronchitis,0.7,Overall,,,TRUE
15-11-2025,Bronchitis,0.5,Infants 0-1,0,1,FALSE
15-11-2025,Bronchitis,0.8,Kids 2-4,2,4,FALSE
15-11-2025,Bronchitis,0.7,Kids 5-17,5,17,FALSE
15-11-2025,Bronchitis,0.8,Adults 18-49,18,49,FALSE
15-11-2025,Bronchitis,0.9,Adults 50-64,50,64,FALSE
15-11-2025,Bronchitis,0.8,Seniors 65+,65,,FALSE
15-11-2025,Bronchitis,0.8,Overall,,,TRUE
22-11-2025,Bronchitis,0.5,Infants 0-1,0,1,FALSE
22-11-2025,Bronchitis,0.7,Kids 2-4,2,4,FALSE
22-11-2025,Bronchitis,0.7,Kids 5-17,5,17,FALSE
22-11-2025,Bronchitis,0.8,Adults 18-49,18,49,FALSE
22-11-2025,Bronchitis,1,Adults 50-64,50,64,FALSE
22-11-2025,Bronchitis,0.8,Seniors 65+,65,,FALSE
22-11-2025,Bronchitis,0.8,Overall,,,TRUE
29-11-2025,Bronchitis,0.6,Infants 0-1,0,1,FALSE
29-11-2025,Bronchitis,0.8,Kids 2-4,2,4,FALSE
29-11-2025,Bronchitis,0.7,Kids 5-17,5,17,FALSE
29-11-2025,Bronchitis,0.8,Adults 18-49,18,49,FALSE
29-11-2025,Bronchitis,1,Adults 50-64,50,64,FALSE
29-11-2025,Bronchitis,0.9,Seniors 65+,65,,FALSE
29-11-2025,Bronchitis,0.9,Overall,,,TRUE
06-12-2025,Bronchitis,0.5,Infants 0-1,0,1,FALSE
06-12-2025,Bronchitis,0.7,Kids 2-4,2,4,FALSE
06-12-2025,Bronchitis,0.6,Kids 5-17,5,17,FALSE
06-12-2025,Bronchitis,0.9,Adults 18-49,18,49,FALSE
06-12-2025,Bronchitis,1.1,Adults 50-64,50,64,FALSE
06-12-2025,Bronchitis,1,Seniors 65+,65,,FALSE
06-12-2025,Bronchitis,0.9,Overall,,,TRUE
13-12-2025,Bronchitis,0.5,Infants 0-1,0,1,FALSE
13-12-2025,Bronchitis,0.7,Kids 2-4,2,4,FALSE
13-12-2025,Bronchitis,0.6,Kids 5-17,5,17,FALSE
13-12-2025,Bronchitis,0.9,Adults 18-49,18,49,FALSE
13-12-2025,Bronchitis,1.1,Adults 50-64,50,64,FALSE
13-12-2025,Bronchitis,1,Seniors 65+,65,,FALSE
13-12-2025,Bronchitis,0.9,Overall,,,TRUE
20-12-2025,Bronchitis,0.5,Infants 0-1,0,1,FALSE
20-12-2025,Bronchitis,0.7,Kids 2-4,2,4,FALSE
